Name,Ziel,Prompt,Beispiel,Status,Tag
Prompt 320: Pricing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Template. Zielgruppe: Agenturen. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 321: Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 DM-Templates fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 322: Content Kalender: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 10 CTA-Ideen im Stil Checkliste. Zielgruppe: Coaches. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 323: Repurposing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Prompt Pack und generiere 10 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 324: Story Framework: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Beispiel + Analyse. Zielgruppe: Coaches. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 325: Objection Handling: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Monetarisierungs-Funnel und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 326: Use-Case Mapping: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 Thread-Outlines fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 327: Audience Research: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Offer-Statements fuer Coaches. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 328: Angle Finder: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Thread-Outlines im Stil Template. Zielgruppe: B2B Marketer. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 329: Benefit Stacking: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Pricing-Optionen im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 330: Case Study: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 7 Thread-Outlines fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 331: SaaS Content: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 10 Lead-Magnet-Ideen fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 332: Creator Newsletter: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 9 High-Ticket-Argumente fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 333: Sales Page: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 7 Objection-Replies fuer Berater. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 334: DM Scripts: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Content Factory und generiere 9 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 335: Kurzvideo Skript: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Objection-Replies fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Mastermind-Plan.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 336: FAQ Engine: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 5 Content-Ideen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 337: Landing Page: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 338: Mastermind: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Lead-Magnet-Ideen fuer Coaches. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 339: Hook Generator: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Thread-Outlines fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 340: Thread Outline: Hooks,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Hooks fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 341: Tweet Variations: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Objection-Replies fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 342: CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 12 CTA-Ideen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 343: Content Audit: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 9 Content-Ideen fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 344: Positionierung: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 10 CTA-Ideen fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 345: Offer Design: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Tweet-Varianten fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Prompt Pack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 346: Pricing: Hooks,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Hooks fuer Agenturen. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 347: Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 12 DM-Templates fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 348: Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 Pricing-Optionen fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 349: Repurposing: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 5 Offer-Statements fuer Berater. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 350: Story Framework: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Content-Titel fuer Coaches. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 351: Objection Handling: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 7 Thread-Outlines fuer Berater. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 352: Use-Case Mapping: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 7 Content-Ideen fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 353: Audience Research: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 DM-Templates fuer Berater. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 354: Angle Finder: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 5 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 355: Benefit Stacking: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Lead-Magnet-Ideen fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 356: Case Study: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 CTA-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 357: SaaS Content: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 5 DM-Templates fuer SaaS Founder. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 358: Creator Newsletter: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 7 Content-Ideen fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 359: Sales Page: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 360: DM Scripts: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Pricing-Optionen fuer Coaches. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 361: Kurzvideo Skript: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Hooks fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 362: FAQ Engine: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Hook-Datenbank und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 363: Landing Page: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 5 DM-Templates fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 364: Mastermind: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 CTA-Ideen fuer Agenturen. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 365: Hook Generator: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 5 High-Ticket-Argumente fuer SaaS Founder. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 366: Thread Outline: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 7 Thread-Outlines fuer Berater. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 367: Tweet Variations: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 7 Pricing-Optionen im Stil Template. Zielgruppe: SaaS Founder. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 368: CTA Builder: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 10 Content-Ideen fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 369: Content Audit: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Pricing-Optionen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 370: Positionierung: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 10 High-Ticket-Argumente fuer Berater. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 371: Offer Design: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 9 Offer-Statements fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 372: Pricing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 9 Thread-Outlines fuer Berater. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 373: Lead Magnet: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Content-Ideen im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 374: Content Kalender: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 12 Content-Ideen fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 375: Repurposing: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Thread System und generiere 10 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 376: Story Framework: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 7 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: Coaches. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 377: Objection Handling: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Offer-Statements fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 378: Use-Case Mapping: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 10 Content-Ideen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 379: Audience Research: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Objection-Replies fuer B2B Marketer. Nutze Framework und halte jede Ausgabe unter 24 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 380: Angle Finder: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 9 Lead-Magnet-Ideen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 381: Benefit Stacking: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Baue 12 Use-Cases fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 382: Case Study: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Thread System und generiere 9 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 383: SaaS Content: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 CTA-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 384: Creator Newsletter: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 12 Offer-Statements fuer Berater. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 385: Sales Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Thread System und generiere 7 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 386: DM Scripts: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 7 Objection-Replies fuer Berater. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 387: Kurzvideo Skript: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 9 Pricing-Optionen fuer B2B Marketer. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 388: FAQ Engine: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Hook-Datenbank und generiere 5 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 389: Landing Page: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Use-Cases fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Mastermind-Plan.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 390: Mastermind: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Prompt Pack und generiere 9 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 391: Hook Generator: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 10 High-Ticket-Argumente fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 392: Thread Outline: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 9 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: Agenturen. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 393: Tweet Variations: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 9 CTA-Ideen im Stil Kurz und direkt. Zielgruppe: Coaches. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 394: CTA Builder: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 9 Objection-Replies im Stil Framework. Zielgruppe: Coaches. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 395: Content Audit: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Content Factory und generiere 10 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 396: Positionierung: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 9 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 397: Offer Design: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Pricing-Optionen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 398: Pricing: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 9 Use-Cases fuer SaaS Founder. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 399: Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 DM-Templates fuer Agenturen. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 400: Content Kalender: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 Tweet-Varianten fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
