Name,Date,Type,Platform,Text,Status
Prompt 236,2026-04-25,prompt,X/Twitter,Erstelle 12 DM-Templates fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 237,2026-04-25,prompt,X/Twitter,Analysiere Mastermind-Plan und generiere 5 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 80,2026-04-26,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Regel: jede Aufgabe in 120 Woerter kapseln. Output: 30 getestete Hooks pro Woche mit 20 Agenten. Du bist verantwortlich. Der Unterschied ist Prozess, nicht Talent. Fang mit 10 Agenten an und skaliere dann.",Scheduled
Prompt 238,2026-04-26,prompt,X/Twitter,"Erstelle 5 Pricing-Optionen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Scheduled
Prompt 239,2026-04-26,prompt,X/Twitter,Analysiere Tweet Engine und generiere 12 High-Ticket-Argumente. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 240,2026-04-26,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 9 Objection-Replies im Stil Checkliste. Zielgruppe: Berater. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 81,2026-04-27,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Flow: Orchestrator -> Ideation -> Writer -> Refiner. Output: eine Content-Bibliothek fuer 90 Tage mit 16 Agenten. Funnel: Lead Magnet -> Tripwire -> Core Offer -> High Ticket -> Retainer.",Scheduled
Thread 12,2026-04-27,thread,X/Twitter,"So baust du Task-Matrix mit 25 Slots ohne Chaos. / Prinzip: Hoere aufrichtig zu. / These: Mastermind-Denken multipliziert Ergebnisse. / Haltung: Klare Haltung, klare Richtung. / Framework: Orchestrator -> Ideation -> Writer -> Refiner. / Schritt 1: Sammle 30 Hooks in 1 Session. / Schritt 2: Schreibe Drafts im Batch. / Schritt 3: Kuerze hart und pruefe Nutzen. / CTA: Wenn du das System willst: antworte mit AGENTS.",Scheduled
Prompt 241,2026-04-27,prompt,X/Twitter,Analysiere Content Factory und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 242,2026-04-27,prompt,X/Twitter,"Baue 9 CTA-Ideen fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Scheduled
Prompt 243,2026-04-27,prompt,X/Twitter,"Erstelle eine Liste von 12 CTA-Ideen fuer Berater. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Tweet 82,2026-04-28,tweet,X/Twitter,"25 Agenten parallel liefern 30 getestete Hooks pro Woche. Der Hebel: Hook-First statt Content-First. Batching: 30 Hooks, dann 30 Drafts. Ergebnis: stabile Reichweite durch Konstanz. Hoere aufrichtig zu. Der Unterschied ist Prozess, nicht Talent.",Scheduled
Prompt 244,2026-04-28,prompt,X/Twitter,"Baue 12 Content-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Scheduled
Prompt 245,2026-04-28,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 9 High-Ticket-Argumente im Stil Kurz und direkt. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 246,2026-04-28,prompt,X/Twitter,"Erstelle 10 Hooks fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Scheduled
Tweet 83,2026-04-29,tweet,X/Twitter,"Ohne System bleibt es Zufall. Planbar wird es durch eine Task-Matrix mit festen Slots: 30 getestete Hooks pro Woche. Rhythmus: 1 Batch pro Woche. Sprich ueber die Interessen deines Gegenuebers. Qualitaet kommt vom Review, nicht vom Zufall.",Scheduled
Prompt 247,2026-04-29,prompt,X/Twitter,Analysiere Monetarisierungs-Funnel und generiere 10 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 248,2026-04-29,prompt,X/Twitter,Erstelle 12 CTA-Ideen fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 249,2026-04-29,prompt,X/Twitter,Analysiere Monetarisierungs-Funnel und generiere 10 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 84,2026-04-30,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Flow: Hook -> Draft -> Refine -> Publish. Output: 400 Premium-Prompts mit 20 Agenten. Hoere aufrichtig zu. Der Unterschied ist Prozess, nicht Talent. Kopiere den Flow und teste eine Woche.",Scheduled
Prompt 250,2026-04-30,prompt,X/Twitter,Analysiere Creator Stack und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 251,2026-04-30,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 7 High-Ticket-Argumente im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 252,2026-04-30,prompt,X/Twitter,Erstelle 7 Content-Ideen fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Scheduled
Tweet 85,2026-05-01,tweet,X/Twitter,"Die Formel: kleine Modelle fuer Masse und Mid-Modelle fuer Schliff + Batching: 30 Hooks, dann 30 Drafts = skalierbare Content-Produktion. Ergebnis: saubere Struktur ohne Ueberforderung. Hoere aufrichtig zu. Willst du den Workflow? Schreib AGENTS.",Scheduled
Prompt 253,2026-05-01,prompt,X/Twitter,"Erstelle 9 Content-Titel fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Scheduled
Prompt 254,2026-05-01,prompt,X/Twitter,Erstelle 7 Pricing-Optionen fuer Berater. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Scheduled
Prompt 255,2026-05-01,prompt,X/Twitter,Analysiere Prompt Pack und generiere 7 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Tweet 86,2026-05-02,tweet,X/Twitter,"Der groesste Fehler: einen Agenten alles machen zu lassen. Fix: Wortlimits hart setzen. So entstehen 50 Threads pro Monat mit 12 Agenten. Funnel: Lead Magnet -> Tripwire -> Core Offer -> High Ticket -> Retainer. Du brauchst Klarheit, nicht mehr Disziplin.",Scheduled
Prompt 256,2026-05-02,prompt,X/Twitter,"Baue 10 Hooks fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Scheduled
Prompt 257,2026-05-02,prompt,X/Twitter,"Erstelle eine Liste von 5 Use-Cases fuer Coaches. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 258,2026-05-02,prompt,X/Twitter,"Erstelle eine Liste von 12 Use-Cases fuer Berater. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Tweet 87,2026-05-03,tweet,X/Twitter,16 Agenten parallel liefern 400 Premium-Prompts. Der Hebel: Proof-Checks nach jedem Schritt. Rhythmus: 1 Batch pro Woche. Ergebnis: mehr Output bei weniger Kopfschmerz. Zeige ehrliche Wertschaetzung. Kopiere den Flow und teste eine Woche.,Scheduled
Prompt 259,2026-05-03,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: B2B Marketer. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Prompt 260,2026-05-03,prompt,X/Twitter,"Baue 9 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Scheduled
Prompt 261,2026-05-03,prompt,X/Twitter,"Erstelle 7 Objection-Replies fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Scheduled
Tweet 88,2026-05-04,tweet,X/Twitter,"Nicht mehr brainstormen, sondern produzieren: Rhythmus: 1 Batch pro Woche. Output: 300 Tweets pro Woche mit 25 Agenten. Du entscheidest. 30 Hooks in 60 Minuten sind realistisch. Du brauchst Klarheit, nicht mehr Disziplin.",Scheduled
Thread 13,2026-05-04,thread,X/Twitter,"Warum Top-10 Prompt-Fehler dein groesster Hebel ist. / Viele Threads scheitern am ersten Tweet. / Hook-First zwingt dich zu Klarheit. / Sammle 30 Hooks, teste 10, behalte 3. / Erst dann baust du den Rest des Threads. / Prinzip: Stelle Fragen statt zu predigen. / These: Ein klares Ziel vor Augen schafft Zugkraft. / CTA: Willst du den Workflow? Schreib AGENTS.",Scheduled
Prompt 262,2026-05-04,prompt,X/Twitter,"Baue 10 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Scheduled
Prompt 263,2026-05-04,prompt,X/Twitter,"Erstelle 12 Pricing-Optionen fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Scheduled
Prompt 264,2026-05-04,prompt,X/Twitter,Erstelle 10 DM-Templates fuer Coaches. Nutze Checkliste und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Scheduled
Tweet 89,2026-05-05,tweet,X/Twitter,"Die Formel: kleine Modelle fuer Masse und Mid-Modelle fuer Schliff + Rhythmus: 1 Batch pro Woche = 30 getestete Hooks pro Woche. Ergebnis: schnelleres Testing von Hooks. Triff eine klare Entscheidung und bleib dran. Der Unterschied ist Prozess, nicht Talent.",Scheduled
Prompt 265,2026-05-05,prompt,X/Twitter,Analysiere Thread System und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Scheduled
Prompt 266,2026-05-05,prompt,X/Twitter,"Erstelle eine Liste von 12 DM-Templates fuer SaaS Founder. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Scheduled
Prompt 267,2026-05-05,prompt,X/Twitter,Du bist ein Content-Strategist. Liefere 10 Pricing-Optionen im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Scheduled
Tweet 90,2026-05-06,tweet,X/Twitter,"Content skaliert nicht mit mehr Zeit, sondern durch klare Rollen statt All-in-One. Mit 12 Agenten baust du 300 Tweets pro Woche. Flow: Thema -> Hook -> Draft -> CTA. Monetarisierung heisst: klares Offer, klares Versprechen.",Scheduled
Prompt 268,2026-05-06,prompt,X/Twitter,"Baue 7 Hooks fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Scheduled
Prompt 269,2026-05-06,prompt,X/Twitter,"Erstelle 9 Thread-Outlines fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Scheduled
Prompt 270,2026-05-06,prompt,X/Twitter,"Baue 9 DM-Templates fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Scheduled
