id,title,goal,prompt,example
265,Content Audit: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Thread System und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
266,Positionierung: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 12 DM-Templates fuer SaaS Founder. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
267,Offer Design: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Pricing-Optionen im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
268,Pricing: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 7 Hooks fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
269,Lead Magnet: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 9 Thread-Outlines fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
270,Content Kalender: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.","Baue 9 DM-Templates fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
271,Repurposing: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 9 Use-Cases fuer Berater. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
272,Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 7 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
273,Objection Handling: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Content-Ideen fuer Solo-Creator. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
274,Use-Case Mapping: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Objection-Replies fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
275,Audience Research: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 Tweet-Varianten fuer Solo-Creator. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
276,Angle Finder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 5 CTA-Ideen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
277,Benefit Stacking: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 12 Use-Cases fuer Solo-Creator. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
278,Case Study: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 9 Tweet-Varianten fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
279,SaaS Content: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 9 Objection-Replies im Stil Checkliste. Zielgruppe: Agenturen. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
280,Creator Newsletter: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 Offer-Statements im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
281,Sales Page: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 12 DM-Templates fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box'
282,DM Scripts: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Offer-Statements im Stil Framework. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
283,Kurzvideo Skript: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 7 Pricing-Optionen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
284,FAQ Engine: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere AI-Agenten Workflow und generiere 9 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
285,Landing Page: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 DM-Templates fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
286,Mastermind: Content-Titel,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 Content-Titel im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
287,Hook Generator: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.","Baue 12 High-Ticket-Argumente fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
288,Thread Outline: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 Hooks fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Prompt Pack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
289,Tweet Variations: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 10 DM-Templates fuer SaaS Founder. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
290,CTA Builder: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Template. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
291,Content Audit: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 10 Content-Ideen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Offer: 'Content Factory in a Box'
292,Positionierung: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 5 High-Ticket-Argumente fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
293,Offer Design: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 5 Offer-Statements fuer Coaches. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
294,Pricing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Framework. Zielgruppe: Coaches. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
295,Lead Magnet: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box'
296,Content Kalender: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Content-Titel fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
297,Repurposing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 Pricing-Optionen fuer Agenturen. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
298,Story Framework: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 9 Thread-Outlines fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
299,Objection Handling: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 12 High-Ticket-Argumente fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
300,Use-Case Mapping: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 Content-Ideen fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
301,Audience Research: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Tweet Engine und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
302,Angle Finder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 CTA-Ideen fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
303,Benefit Stacking: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 10 Lead-Magnet-Ideen im Stil Checkliste. Zielgruppe: Solo-Creator. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
304,Case Study: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Use-Cases fuer Solo-Creator. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
305,SaaS Content: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 Objection-Replies fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
306,Creator Newsletter: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Content-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
307,Sales Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Creator Stack und generiere 9 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
308,DM Scripts: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 5 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
309,Kurzvideo Skript: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere AI-Agenten Workflow und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
310,FAQ Engine: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 Tweet-Varianten fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
311,Landing Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 9 Content-Ideen fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
312,Mastermind: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 DM-Templates im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
313,Hook Generator: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 9 Objection-Replies fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
314,Thread Outline: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Offer-Statements im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
315,Tweet Variations: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 12 CTA-Ideen fuer Coaches. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
316,CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 12 CTA-Ideen fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
317,Content Audit: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 7 Lead-Magnet-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
318,Positionierung: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 CTA-Ideen fuer B2B Marketer. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
319,Offer Design: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Use-Cases fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
320,Pricing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Template. Zielgruppe: Agenturen. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
321,Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 DM-Templates fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
322,Content Kalender: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 10 CTA-Ideen im Stil Checkliste. Zielgruppe: Coaches. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
323,Repurposing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Prompt Pack und generiere 10 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
324,Story Framework: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Beispiel + Analyse. Zielgruppe: Coaches. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
325,Objection Handling: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Monetarisierungs-Funnel und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
326,Use-Case Mapping: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 Thread-Outlines fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
327,Audience Research: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Offer-Statements fuer Coaches. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
328,Angle Finder: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Thread-Outlines im Stil Template. Zielgruppe: B2B Marketer. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
329,Benefit Stacking: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Pricing-Optionen im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
330,Case Study: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 7 Thread-Outlines fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
331,SaaS Content: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 10 Lead-Magnet-Ideen fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box'
332,Creator Newsletter: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 9 High-Ticket-Argumente fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
333,Sales Page: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 7 Objection-Replies fuer Berater. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
334,DM Scripts: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Content Factory und generiere 9 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
335,Kurzvideo Skript: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Objection-Replies fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Mastermind-Plan.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
336,FAQ Engine: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 5 Content-Ideen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
337,Landing Page: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
338,Mastermind: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Lead-Magnet-Ideen fuer Coaches. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
339,Hook Generator: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Thread-Outlines fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
340,Thread Outline: Hooks,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Hooks fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
341,Tweet Variations: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Objection-Replies fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
342,CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 12 CTA-Ideen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
343,Content Audit: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle 9 Content-Ideen fuer Coaches und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Offer: 'Content Factory in a Box'
344,Positionierung: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 10 CTA-Ideen fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
345,Offer Design: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 7 Tweet-Varianten fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Prompt Pack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
346,Pricing: Hooks,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Hooks fuer Agenturen. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
347,Lead Magnet: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 12 DM-Templates fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box'
348,Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 Pricing-Optionen fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
349,Repurposing: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 5 Offer-Statements fuer Berater. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
350,Story Framework: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Content-Titel fuer Coaches. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
351,Objection Handling: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 7 Thread-Outlines fuer Berater. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
