id,title,goal,prompt,example
266,Angle Finder: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 Lead-Magnet-Ideen fuer B2B Marketer. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
267,Benefit Stacking: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Tweet-Varianten fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
268,Case Study: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
269,SaaS Content: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Framework. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
270,Creator Newsletter: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 12 Content-Ideen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
271,Sales Page: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 Objection-Replies fuer SaaS Founder. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
272,DM Scripts: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 10 Offer-Statements fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
273,Kurzvideo Skript: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Tweet Engine und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
274,FAQ Engine: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Tweet Engine und generiere 7 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
275,Landing Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 9 Content-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
276,Hook Generator: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Monetarisierungs-Funnel und generiere 5 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
277,Thread Outline: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Content Factory und generiere 9 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
278,Tweet Variations: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 10 Pricing-Optionen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
279,CTA Builder: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 DM-Templates im Stil Beispiel + Analyse. Zielgruppe: Coaches. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
280,Content Audit: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 7 Use-Cases im Stil Kurz und direkt. Zielgruppe: Agenturen. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
281,Positionierung: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 5 Pricing-Optionen fuer Berater. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
282,Offer Design: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 7 Tweet-Varianten fuer Agenturen. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
283,Pricing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 10 CTA-Ideen fuer Solo-Creator. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
284,Lead Magnet: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 9 Thread-Outlines fuer Berater. Nutze Checkliste und halte jede Ausgabe unter 18 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
285,Content Kalender: Hooks,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 12 Hooks fuer B2B Marketer. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
286,Repurposing: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Content Factory und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
287,Story Framework: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
288,Objection Handling: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Pricing-Optionen fuer Agenturen. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
289,Use-Case Mapping: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 Pricing-Optionen im Stil Kurz und direkt. Zielgruppe: Agenturen. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
290,Audience Research: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 7 Content-Titel fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Offer: 'Content Factory in a Box'
291,Angle Finder: Content-Titel,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Content-Titel im Stil Kurz und direkt. Zielgruppe: SaaS Founder. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
292,Benefit Stacking: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 9 Hooks fuer SaaS Founder. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
293,Case Study: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 10 Hooks im Stil Checkliste. Zielgruppe: Solo-Creator. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
294,SaaS Content: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 CTA-Ideen im Stil Framework. Zielgruppe: SaaS Founder. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
295,Creator Newsletter: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 Pricing-Optionen fuer Agenturen. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
296,Sales Page: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 12 Content-Titel im Stil Pro/Contra. Zielgruppe: B2B Marketer. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
297,DM Scripts: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
298,Kurzvideo Skript: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 7 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
299,FAQ Engine: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Tweet-Varianten fuer Agenturen. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
300,Landing Page: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Use-Cases fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
301,Hook Generator: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Prompt Pack und generiere 9 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
302,Thread Outline: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Lead-Magnet-Ideen fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
303,Tweet Variations: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Content Factory und generiere 9 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
304,CTA Builder: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Lead-Magnet-Ideen fuer B2B Marketer. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
305,Content Audit: Thread-Outlines,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 Thread-Outlines im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
306,Positionierung: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 10 Pricing-Optionen fuer Coaches. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
307,Offer Design: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 12 Content-Ideen fuer Coaches. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
308,Pricing: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Content Factory und generiere 10 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
309,Lead Magnet: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Objection-Replies fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Offer: 'Content Factory in a Box'
310,Content Kalender: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Content-Titel fuer Agenturen. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
311,Repurposing: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 12 DM-Templates fuer Berater. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
312,Story Framework: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 10 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
313,Objection Handling: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Creator Stack und generiere 7 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
314,Use-Case Mapping: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 9 CTA-Ideen fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
315,Audience Research: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Content-Ideen fuer B2B Marketer. Nutze Beispiel + Analyse und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
316,Angle Finder: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 DM-Templates fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
317,Benefit Stacking: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Hook-Datenbank und generiere 5 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
318,Case Study: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Content-Ideen fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 24 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
319,SaaS Content: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 Tweet-Varianten fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box'
320,Creator Newsletter: Hooks,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 Hooks fuer B2B Marketer. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
321,Sales Page: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: B2B Marketer. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
322,DM Scripts: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 9 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
323,Kurzvideo Skript: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Content Factory und generiere 7 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
324,FAQ Engine: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Prompt Pack und generiere 10 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
325,Landing Page: Hooks,"Schnelle, strukturierte Outputs fuer Berater.","Baue 10 Hooks fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
326,Hook Generator: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Thread System und generiere 12 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
327,Thread Outline: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Tweet Engine und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
328,Tweet Variations: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 9 Thread-Outlines fuer Agenturen. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
329,CTA Builder: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Offer-Statements im Stil Framework. Zielgruppe: B2B Marketer. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
330,Content Audit: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 5 Content-Titel fuer Agenturen. Nutze Template und halte jede Ausgabe unter 18 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
331,Positionierung: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 DM-Templates fuer SaaS Founder. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
332,Offer Design: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 12 DM-Templates fuer Solo-Creator. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
333,Pricing: Content-Titel,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 7 Content-Titel im Stil Schritt-fuer-Schritt. Zielgruppe: Coaches. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
334,Lead Magnet: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 12 CTA-Ideen fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 24 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
335,Content Kalender: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 12 Thread-Outlines fuer Agenturen. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
336,Repurposing: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Checkliste. Zielgruppe: B2B Marketer. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
337,Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 Tweet-Varianten fuer Agenturen. Nutze Framework und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
338,Objection Handling: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 5 Thread-Outlines fuer Coaches. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
339,Use-Case Mapping: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Tweet-Varianten fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
340,Audience Research: Content-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 10 Content-Ideen fuer Agenturen. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 18 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
341,Angle Finder: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 Offer-Statements im Stil Template. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
342,Benefit Stacking: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Tweet Engine und generiere 12 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
343,Case Study: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Lead-Magnet-Ideen im Stil Framework. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
344,SaaS Content: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 7 Pricing-Optionen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
345,Creator Newsletter: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere AI-Agenten Workflow und generiere 9 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
346,Sales Page: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 DM-Templates fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
347,DM Scripts: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.",Du bist ein Content-Strategist. Liefere 12 Hooks im Stil Beispiel + Analyse. Zielgruppe: Coaches. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
348,Kurzvideo Skript: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 Content-Titel im Stil Template. Zielgruppe: Berater. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
349,FAQ Engine: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere AI-Agenten Workflow und generiere 12 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
350,Landing Page: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 12 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
351,Hook Generator: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Content-Ideen fuer B2B Marketer. Nutze Beispiel + Analyse und halte jede Ausgabe unter 24 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
352,Thread Outline: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 9 Lead-Magnet-Ideen fuer B2B Marketer. Nutze Beispiel + Analyse und halte jede Ausgabe unter 24 Woertern. Kontext: Creator Stack. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
353,Tweet Variations: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 12 Offer-Statements fuer Coaches. Nutze Pro/Contra und halte jede Ausgabe unter 20 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
